,Unnamed: 0,Season,WK,Fav,Line,Dog
571,571,2013,4,Washington,3.0,Oakland
572,572,2013,4,Denver,10.5,Philadelphia
573,573,2013,4,Atlanta,2.0,New England
574,574,2013,4,New Orleans,6.5,Miami
575,575,2013,5,Cleveland,4.0,Buffalo
576,576,2013,5,NY Giants,2.0,Philadelphia
577,577,2013,5,Kansas City,3.0,Tennessee
578,578,2013,5,Miami,3.0,Baltimore
579,579,2013,5,LA Rams,11.5,Jacksonville
580,580,2013,5,Cincinnati,1.5,New England
581,581,2013,5,Seattle,2.5,Indianapolis
582,582,2013,5,Green Bay,7.0,Detroit
583,583,2013,5,Chicago,0.0,New Orleans
584,584,2013,5,Carolina,2.0,Arizona
585,585,2013,5,LA Chargers,4.5,Oakland
586,586,2013,5,Denver,7.0,Dallas
587,587,2013,5,San Francisco,7.0,Houston
588,588,2013,5,Atlanta,9.5,NY Jets
589,589,2013,6,Chicago,7.5,NY Giants
590,590,2013,6,NY Jets,2.0,Pittsburgh
591,591,2013,6,Kansas City,9.0,Oakland
592,592,2013,6,Philadelphia,1.0,Tampa Bay
593,593,2013,6,Green Bay,2.0,Baltimore
594,594,2013,6,Detroit,2.5,Cleveland
595,595,2013,6,Minnesota,2.5,Carolina
596,596,2013,6,Houston,7.5,LA Rams
597,597,2013,6,Cincinnati,7.5,Buffalo
598,598,2013,6,Seattle,13.5,Tennessee
599,599,2013,6,Denver,27.0,Jacksonville
600,600,2013,6,San Francisco,11.0,Arizona
601,601,2013,6,New England,2.5,New Orleans
602,602,2013,6,Dallas,5.5,Washington
603,603,2013,6,Indianapolis,1.5,LA Chargers
604,604,2013,7,Seattle,6.5,Arizona
605,605,2013,7,New England,4.0,NY Jets
606,606,2013,7,LA Chargers,7.5,Jacksonville
607,607,2013,7,Kansas City,6.5,Houston
608,608,2013,7,Detroit,2.5,Cincinnati
609,609,2013,7,Miami,8.5,Buffalo
610,610,2013,7,Washington,1.0,Chicago
611,611,2013,7,Philadelphia,2.5,Dallas
612,612,2013,7,Carolina,6.0,LA Rams
613,613,2013,7,Atlanta,7.0,Tampa Bay
614,614,2013,7,San Francisco,4.0,Tennessee
615,615,2013,7,Green Bay,10.0,Cleveland
616,616,2013,7,Pittsburgh,1.5,Baltimore
617,617,2013,7,Denver,6.5,Indianapolis
618,618,2013,7,NY Giants,3.5,Minnesota
619,619,2013,8,Carolina,6.0,Tampa Bay
620,620,2013,8,Philadelphia,6.0,NY Giants
621,621,2013,8,Cincinnati,6.5,NY Jets
622,622,2013,8,San Francisco,16.5,Jacksonville
623,623,2013,8,Detroit,3.0,Dallas
624,624,2013,8,Kansas City,7.0,Cleveland
625,625,2013,8,New Orleans,12.5,Buffalo
626,626,2013,8,New England,7.0,Miami
627,627,2013,8,Pittsburgh,3.0,Oakland
628,628,2013,8,Denver,13.0,Washington
629,629,2013,8,Arizona,2.5,Atlanta
630,630,2013,8,Green Bay,10.0,Minnesota
631,631,2013,8,Seattle,11.0,LA Rams
632,632,2013,9,Cincinnati,2.5,Miami
633,633,2013,9,New Orleans,6.0,NY Jets
634,634,2013,9,Carolina,7.5,Atlanta
635,635,2013,9,Dallas,10.5,Minnesota
636,636,2013,9,Tennessee,3.0,LA Rams
637,637,2013,9,Kansas City,3.0,Buffalo
638,638,2013,9,LA Chargers,1.0,Washington
639,639,2013,9,Oakland,2.5,Philadelphia
640,640,2013,9,Seattle,16.5,Tampa Bay
641,641,2013,9,Baltimore,2.5,Cleveland
642,642,2013,9,New England,7.0,Pittsburgh
643,643,2013,9,Indianapolis,2.5,Houston
644,644,2013,9,Green Bay,11.0,Chicago
645,645,2013,10,Washington,2.5,Minnesota
646,646,2013,10,NY Giants,7.5,Oakland
647,647,2013,10,Tennessee,11.5,Jacksonville
648,648,2013,10,Green Bay,1.0,Philadelphia
649,649,2013,10,Pittsburgh,3.0,Buffalo
650,650,2013,10,Indianapolis,9.5,LA Rams
651,651,2013,10,Seattle,6.5,Atlanta
652,652,2013,10,Cincinnati,1.5,Baltimore
653,653,2013,10,Detroit,2.5,Chicago
654,654,2013,10,San Francisco,6.0,Carolina
655,655,2013,10,Arizona,2.5,Houston
656,656,2013,10,Denver,7.0,LA Chargers
657,657,2013,10,New Orleans,7.0,Dallas
658,658,2013,10,Miami,2.5,Tampa Bay
659,659,2013,11,Indianapolis,3.0,Tennessee
660,660,2013,11,Buffalo,1.0,NY Jets
661,661,2013,11,NY Giants,5.5,Green Bay
662,662,2013,11,Atlanta,1.5,Tampa Bay
663,663,2013,11,Detroit,2.0,Pittsburgh
664,664,2013,11,Philadelphia,3.5,Washington
665,665,2013,11,LA Chargers,1.5,Miami
666,666,2013,11,Chicago,3.0,Baltimore
667,667,2013,11,Cincinnati,5.5,Cleveland
668,668,2013,11,Houston,7.0,Oakland
669,669,2013,11,Arizona,7.0,Jacksonville
670,670,2013,11,Denver,8.5,Kansas City
671,671,2013,11,Seattle,12.5,Minnesota
672,672,2013,11,New Orleans,3.0,San Francisco
673,673,2013,11,Carolina,2.5,New England
674,674,2013,12,New Orleans,9.5,Atlanta
675,675,2013,12,Detroit,9.0,Tampa Bay
676,676,2013,12,Houston,10.0,Jacksonville
677,677,2013,12,Green Bay,5.0,Minnesota
678,678,2013,12,Kansas City,5.0,LA Chargers
679,679,2013,12,Carolina,4.0,Miami
680,680,2013,12,Cleveland,1.5,Pittsburgh
681,681,2013,12,LA Rams,1.0,Chicago
682,682,2013,12,Baltimore,3.5,NY Jets
683,683,2013,12,Oakland,1.0,Tennessee
684,684,2013,12,Arizona,2.0,Indianapolis
685,685,2013,12,NY Giants,2.5,Dallas
686,686,2013,12,Denver,2.5,New England
687,687,2013,12,San Francisco,5.0,Washington
688,688,2013,13,Detroit,6.0,Green Bay
689,689,2013,13,Dallas,9.5,Oakland
690,690,2013,13,Baltimore,2.5,Pittsburgh
691,691,2013,13,Indianapolis,4.5,Tennessee
692,692,2013,13,Denver,4.5,Kansas City
693,693,2013,13,Cleveland,7.0,Jacksonville
694,694,2013,13,Carolina,8.5,Tampa Bay
695,695,2013,13,Minnesota,1.0,Chicago
696,696,2013,13,Philadelphia,3.0,Arizona
697,697,2013,13,NY Jets,2.0,Miami
698,698,2013,13,Buffalo,3.0,Atlanta
699,699,2013,13,San Francisco,8.5,LA Rams
700,700,2013,13,New England,7.5,Houston
701,701,2013,13,LA Chargers,1.0,Cincinnati
702,702,2013,13,NY Giants,1.5,Washington
703,703,2013,13,Seattle,5.0,New Orleans
704,704,2013,14,Houston,3.0,Jacksonville
705,705,2013,14,Kansas City,3.0,Washington
706,706,2013,14,Baltimore,7.0,Minnesota
707,707,2013,14,New England,0.0,Cleveland
708,708,2013,14,NY Jets,2.5,Oakland
709,709,2013,14,Cincinnati,5.5,Indianapolis
710,710,2013,14,New Orleans,3.5,Carolina
711,711,2013,14,Philadelphia,2.5,Detroit
712,712,2013,14,Pittsburgh,3.0,Miami
713,713,2013,14,Tampa Bay,2.5,Buffalo
714,714,2013,14,Denver,12.0,Tennessee
715,715,2013,14,Arizona,6.5,LA Rams
716,716,2013,14,LA Chargers,3.0,NY Giants
717,717,2013,14,San Francisco,2.5,Seattle
718,718,2013,14,Green Bay,0.0,Atlanta
719,719,2013,14,Chicago,1.0,Dallas
720,720,2013,15,Denver,10.5,LA Chargers
721,721,2013,15,Atlanta,6.5,Washington
722,722,2013,15,San Francisco,5.5,Tampa Bay
723,723,2013,15,Arizona,2.5,Tennessee
724,724,2013,15,New Orleans,6.0,LA Rams
725,725,2013,15,Seattle,7.0,NY Giants
726,726,2013,15,Cleveland,1.0,Chicago
727,727,2013,15,Indianapolis,5.5,Houston
728,728,2013,15,Buffalo,2.0,Jacksonville
729,729,2013,15,New England,2.5,Miami
730,730,2013,15,Philadelphia,4.5,Minnesota
731,731,2013,15,Carolina,11.0,NY Jets
732,732,2013,15,Kansas City,4.5,Oakland
733,733,2013,15,Dallas,0.0,Green Bay
734,734,2013,15,Cincinnati,3.0,Pittsburgh
735,735,2013,15,Detroit,6.0,Baltimore
736,736,2013,16,Miami,2.5,Buffalo
737,737,2013,16,Carolina,3.0,New Orleans
738,738,2013,16,Dallas,2.5,Washington
739,739,2013,16,LA Rams,5.5,Tampa Bay
740,740,2013,16,Philadelphia,3.0,Chicago
741,741,2013,16,NY Jets,2.5,Cleveland
742,742,2013,16,Kansas City,6.5,Indianapolis
743,743,2013,16,Cincinnati,7.0,Minnesota
744,744,2013,16,Denver,10.5,Houston
745,745,2013,16,Tennessee,5.5,Jacksonville
746,746,2013,16,Seattle,10.5,Arizona
747,747,2013,16,Detroit,9.5,NY Giants
748,748,2013,16,LA Chargers,10.0,Oakland
749,749,2013,16,Green Bay,0.0,Pittsburgh
750,750,2013,16,Baltimore,2.5,New England
751,751,2013,16,San Francisco,12.5,Atlanta
752,752,2013,17,Carolina,6.5,Atlanta
753,753,2013,17,Green Bay,3.0,Chicago
754,754,2013,17,Tennessee,7.0,Houston
755,755,2013,17,Pittsburgh,7.0,Cleveland
756,756,2013,17,NY Giants,3.5,Washington
757,757,2013,17,Cincinnati,6.0,Baltimore
758,758,2013,17,Indianapolis,11.5,Jacksonville
759,759,2013,17,Philadelphia,6.5,Dallas
760,760,2013,17,Miami,6.0,NY Jets
761,761,2013,17,Minnesota,3.0,Detroit
762,762,2013,17,New England,9.5,Buffalo
763,763,2013,17,New Orleans,12.5,Tampa Bay
764,764,2013,17,Denver,12.5,Oakland
765,765,2013,17,Arizona,0.0,San Francisco
766,766,2013,17,LA Chargers,9.5,Kansas City
767,767,2013,17,Seattle,10.5,LA Rams
768,768,2014,1,Seattle,6.0,Green Bay
769,769,2014,1,New Orleans,3.0,Atlanta
770,770,2014,1,LA Rams,4.0,Minnesota
771,771,2014,1,Pittsburgh,6.5,Cleveland
772,772,2014,1,Philadelphia,10.5,Jacksonville
773,773,2014,1,NY Jets,5.5,Oakland
774,774,2014,1,Baltimore,2.0,Cincinnati
775,775,2014,1,Chicago,7.0,Buffalo
776,776,2014,1,Houston,3.0,Washington
777,777,2014,1,Kansas City,4.0,Tennessee
778,778,2014,1,New England,4.5,Miami
779,779,2014,1,Tampa Bay,2.0,Carolina
780,780,2014,1,San Francisco,5.0,Dallas
781,781,2014,1,Denver,7.5,Indianapolis
782,782,2014,1,Detroit,5.5,NY Giants
783,783,2014,1,Arizona,3.0,LA Chargers
784,784,2014,2,Baltimore,2.5,Pittsburgh
785,785,2014,2,Carolina,2.5,Detroit
786,786,2014,2,Miami,1.0,Buffalo
787,787,2014,2,Washington,6.0,Jacksonville
788,788,2014,2,Tennessee,3.5,Dallas
789,789,2014,2,Arizona,2.0,NY Giants
790,790,2014,2,New England,3.0,Minnesota
791,791,2014,2,New Orleans,6.5,Cleveland
792,792,2014,2,Cincinnati,5.0,Atlanta
793,793,2014,2,Tampa Bay,5.5,LA Rams
794,794,2014,2,Seattle,6.0,LA Chargers
795,795,2014,2,Houston,3.0,Oakland
796,796,2014,2,Green Bay,8.5,NY Jets
797,797,2014,2,Denver,13.0,Kansas City
798,798,2014,2,San Francisco,7.0,Chicago
799,799,2014,2,Indianapolis,3.0,Philadelphia
800,800,2014,3,Atlanta,6.5,Tampa Bay
801,801,2014,3,Buffalo,2.0,LA Chargers
802,802,2014,3,Dallas,1.0,LA Rams
803,803,2014,3,Philadelphia,6.5,Washington
804,804,2014,3,Houston,2.5,NY Giants
805,805,2014,3,New Orleans,10.5,Minnesota
806,806,2014,3,Cincinnati,7.0,Tennessee
807,807,2014,3,Baltimore,1.5,Cleveland
808,808,2014,3,Detroit,2.0,Green Bay
809,809,2014,3,Indianapolis,7.0,Jacksonville
810,810,2014,3,New England,14.0,Oakland
811,811,2014,3,San Francisco,3.0,Arizona
812,812,2014,3,Seattle,5.0,Denver
813,813,2014,3,Miami,4.5,Kansas City
814,814,2014,3,Carolina,3.5,Pittsburgh
815,815,2014,3,NY Jets,2.5,Chicago
816,816,2014,4,Washington,4.0,NY Giants
817,817,2014,4,Miami,4.0,Oakland
818,818,2014,4,Green Bay,1.5,Chicago
819,819,2014,4,Houston,3.0,Buffalo
820,820,2014,4,Indianapolis,7.5,Tennessee
821,821,2014,4,Baltimore,3.5,Carolina
822,822,2014,4,Detroit,1.5,NY Jets
823,823,2014,4,Pittsburgh,7.5,Tampa Bay
824,824,2014,4,LA Chargers,13.0,Jacksonville
825,825,2014,4,San Francisco,5.5,Philadelphia
826,826,2014,4,Atlanta,3.0,Minnesota
827,827,2014,4,New Orleans,3.0,Dallas
828,828,2014,4,New England,3.5,Kansas City
829,829,2014,5,Green Bay,9.0,Minnesota
830,830,2014,5,Carolina,2.5,Chicago
831,831,2014,5,Tennessee,1.0,Cleveland
832,832,2014,5,Philadelphia,7.0,LA Rams
833,833,2014,5,NY Giants,4.0,Atlanta
834,834,2014,5,New Orleans,10.0,Tampa Bay
835,835,2014,5,Dallas,5.5,Houston
836,836,2014,5,Detroit,7.0,Buffalo
837,837,2014,5,Indianapolis,3.5,Baltimore
838,838,2014,5,Pittsburgh,6.0,Jacksonville
839,839,2014,5,Denver,7.0,Arizona
840,840,2014,5,San Francisco,6.0,Kansas City
841,841,2014,5,LA Chargers,6.5,NY Jets
842,842,2014,5,Cincinnati,1.0,New England
843,843,2014,5,Seattle,7.0,Washington
844,844,2014,6,Indianapolis,3.0,Houston
845,845,2014,6,Denver,8.5,NY Jets
846,846,2014,6,Cleveland,2.0,Pittsburgh
847,847,2014,6,Tennessee,6.0,Jacksonville
848,848,2014,6,Atlanta,3.0,Chicago
849,849,2014,6,Green Bay,3.5,Miami
850,850,2014,6,Detroit,1.5,Minnesota
851,851,2014,6,Cincinnati,7.0,Carolina
852,852,2014,6,New England,3.0,Buffalo
853,853,2014,6,Baltimore,3.0,Tampa Bay
854,854,2014,6,LA Chargers,7.0,Oakland
855,855,2014,6,Seattle,8.0,Dallas
856,856,2014,6,Arizona,3.5,Washington
857,857,2014,6,Philadelphia,2.5,NY Giants
858,858,2014,6,San Francisco,3.5,LA Rams
859,859,2014,7,New England,9.5,NY Jets
860,860,2014,7,Indianapolis,3.0,Cincinnati
861,861,2014,7,Washington,5.5,Tennessee
862,862,2014,7,Chicago,3.5,Miami
863,863,2014,7,Cleveland,5.5,Jacksonville
864,864,2014,7,Seattle,6.5,LA Rams
865,865,2014,7,Green Bay,7.0,Carolina
866,866,2014,7,Baltimore,7.0,Atlanta
867,867,2014,7,Buffalo,5.5,Minnesota
868,868,2014,7,Detroit,3.0,New Orleans
869,869,2014,7,LA Chargers,4.0,Kansas City
870,870,2014,7,Dallas,6.5,NY Giants
871,871,2014,7,Arizona,3.5,Oakland
872,872,2014,7,Denver,6.5,San Francisco
873,873,2014,7,Pittsburgh,3.5,Houston
874,874,2014,8,Denver,7.5,LA Chargers
875,875,2014,8,Detroit,4.0,Atlanta
876,876,2014,8,Tampa Bay,3.0,Minnesota
877,877,2014,8,New England,6.0,Chicago
878,878,2014,8,Kansas City,7.0,LA Rams
879,879,2014,8,Seattle,5.0,Carolina
880,880,2014,8,NY Jets,3.0,Buffalo
881,881,2014,8,Miami,6.0,Jacksonville
882,882,2014,8,Houston,1.5,Tennessee
883,883,2014,8,Cincinnati,1.0,Baltimore
884,884,2014,8,Arizona,2.5,Philadelphia
885,885,2014,8,Indianapolis,3.0,Pittsburgh
886,886,2014,8,Cleveland,7.0,Oakland
887,887,2014,8,New Orleans,1.5,Green Bay
888,888,2014,8,Dallas,9.5,Washington
889,889,2014,9,New Orleans,2.5,Carolina
890,890,2014,9,Miami,1.5,LA Chargers
891,891,2014,9,Cleveland,11.0,Jacksonville
892,892,2014,9,Cincinnati,6.5,Tampa Bay
893,893,2014,9,Minnesota,2.5,Washington
894,894,2014,9,Philadelphia,2.0,Houston
895,895,2014,9,Kansas City,9.5,NY Jets
896,896,2014,9,Dallas,4.0,Arizona
897,897,2014,9,San Francisco,10.0,LA Rams
898,898,2014,9,Denver,3.0,New England
899,899,2014,9,Seattle,15.0,Oakland
900,900,2014,9,Pittsburgh,0.0,Baltimore
901,901,2014,9,Indianapolis,3.5,NY Giants
902,902,2014,10,Cincinnati,6.0,Cleveland
903,903,2014,10,Jacksonville,0.0,Dallas
904,904,2014,10,Detroit,3.0,Miami
905,905,2014,10,Kansas City,2.0,Buffalo
906,906,2014,10,New Orleans,4.5,San Francisco
907,907,2014,10,Baltimore,9.5,Tennessee
908,908,2014,10,Pittsburgh,5.0,NY Jets
909,909,2014,10,Atlanta,1.0,Tampa Bay
910,910,2014,10,Denver,11.5,Oakland
911,911,2014,10,Arizona,7.0,LA Rams
912,912,2014,10,Seattle,9.0,NY Giants
913,913,2014,10,Green Bay,7.0,Chicago
914,914,2014,10,Philadelphia,6.0,Carolina
915,915,2014,11,Miami,5.5,Buffalo
916,916,2014,11,Cleveland,3.0,Houston
917,917,2014,11,Chicago,3.0,Minnesota
918,918,2014,11,Green Bay,5.5,Philadelphia
919,919,2014,11,Kansas City,1.5,Seattle
920,920,2014,11,Carolina,1.5,Atlanta
921,921,2014,11,New Orleans,7.0,Cincinnati
922,922,2014,11,Washington,7.5,Tampa Bay
923,923,2014,11,Denver,9.5,LA Rams
924,924,2014,11,San Francisco,4.0,NY Giants
925,925,2014,11,LA Chargers,10.0,Oakland
926,926,2014,11,Arizona,1.5,Detroit
927,927,2014,11,Indianapolis,3.0,New England
928,928,2014,11,Pittsburgh,6.0,Tennessee
929,929,2014,12,Kansas City,7.5,Oakland
930,930,2014,12,Atlanta,3.0,Cleveland
931,931,2014,12,Philadelphia,11.0,Tennessee
932,932,2014,12,New England,7.0,Detroit
933,933,2014,12,Green Bay,9.5,Minnesota
934,934,2014,12,Indianapolis,14.0,Jacksonville
935,935,2014,12,Houston,2.0,Cincinnati
936,936,2014,12,Buffalo,4.5,NY Jets
937,937,2014,12,Chicago,5.5,Tampa Bay
938,938,2014,12,Seattle,6.5,Arizona
939,939,2014,12,LA Chargers,4.5,LA Rams
940,940,2014,12,Denver,7.0,Miami
941,941,2014,12,San Francisco,9.0,Washington
942,942,2014,12,Dallas,3.5,NY Giants
943,943,2014,12,New Orleans,3.5,Baltimore
944,944,2014,13,Detroit,7.0,Chicago
945,945,2014,13,Dallas,3.0,Philadelphia
946,946,2014,13,San Francisco,1.0,Seattle
947,947,2014,13,Indianapolis,9.5,Washington
948,948,2014,13,Houston,6.5,Tennessee
949,949,2014,13,Buffalo,2.5,Cleveland
950,950,2014,13,Baltimore,5.5,LA Chargers
951,951,2014,13,NY Giants,2.5,Jacksonville
952,952,2014,13,Cincinnati,3.5,Tampa Bay
953,953,2014,13,LA Rams,7.0,Oakland
954,954,2014,13,Pittsburgh,4.0,New Orleans
955,955,2014,13,Minnesota,2.5,Carolina
956,956,2014,13,Arizona,2.5,Atlanta
957,957,2014,13,Green Bay,3.0,New England
958,958,2014,13,Denver,1.5,Kansas City
959,959,2014,13,Miami,6.5,NY Jets
960,960,2014,14,Dallas,3.5,Chicago
961,961,2014,14,Miami,3.0,Baltimore
962,962,2014,14,Cincinnati,3.0,Pittsburgh
963,963,2014,14,Indianapolis,3.5,Cleveland
964,964,2014,14,Houston,5.0,Jacksonville
965,965,2014,14,Tennessee,0.0,NY Giants
966,966,2014,14,New Orleans,10.0,Carolina
967,967,2014,14,Detroit,9.5,Tampa Bay
968,968,2014,14,LA Rams,2.5,Washington
969,969,2014,14,Minnesota,6.0,NY Jets
970,970,2014,14,Denver,10.0,Buffalo
971,971,2014,14,Arizona,1.0,Kansas City
972,972,2014,14,San Francisco,8.0,Oakland
973,973,2014,14,Philadelphia,1.0,Seattle
974,974,2014,14,New England,3.5,LA Chargers
975,975,2014,14,Green Bay,12.5,Atlanta
976,976,2014,15,LA Rams,4.5,Arizona
977,977,2014,15,Kansas City,10.0,Oakland
978,978,2014,15,Baltimore,13.5,Jacksonville
979,979,2014,15,Pittsburgh,2.5,Atlanta
980,980,2014,15,Indianapolis,6.5,Houston
981,981,2014,15,Cincinnati,0.0,Cleveland
982,982,2014,15,New England,7.5,Miami
983,983,2014,15,Carolina,3.5,Tampa Bay
984,984,2014,15,NY Giants,6.5,Washington
985,985,2014,15,Green Bay,5.0,Buffalo
986,986,2014,15,Detroit,7.5,Minnesota
987,987,2014,15,NY Jets,2.0,Tennessee
988,988,2014,15,Denver,4.0,LA Chargers
989,989,2014,15,Seattle,10.0,San Francisco
990,990,2014,15,Philadelphia,3.5,Dallas
991,991,2014,15,New Orleans,3.0,Chicago
992,992,2014,16,Jacksonville,3.0,Tennessee
993,993,2014,16,San Francisco,1.0,LA Chargers
994,994,2014,16,Philadelphia,7.5,Washington
995,995,2014,16,Miami,6.5,Minnesota
996,996,2014,16,Green Bay,10.5,Tampa Bay
997,997,2014,16,Detroit,7.0,Chicago
998,998,2014,16,New Orleans,6.0,Atlanta
999,999,2014,16,New England,10.0,NY Jets
1000,1000,2014,16,Pittsburgh,3.0,Kansas City
1001,1001,2014,16,Carolina,0.0,Cleveland
1002,1002,2014,16,Baltimore,5.5,Houston
1003,1003,2014,16,LA Rams,5.0,NY Giants
1004,1004,2014,16,Buffalo,5.5,Oakland
1005,1005,2014,16,Dallas,3.0,Indianapolis
1006,1006,2014,16,Seattle,8.0,Arizona
1007,1007,2014,16,Denver,3.0,Cincinnati
1008,1008,2014,17,Green Bay,7.5,Detroit
1009,1009,2014,17,Houston,9.5,Jacksonville
1010,1010,2014,17,Pittsburgh,3.5,Cincinnati
1011,1011,2014,17,Indianapolis,7.0,Tennessee
1012,1012,2014,17,Baltimore,10.0,Cleveland
1013,1013,2014,17,New England,4.5,Buffalo
1014,1014,2014,17,Miami,5.5,NY Jets
1015,1015,2014,17,Atlanta,4.0,Carolina
1016,1016,2014,17,Minnesota,6.5,Chicago
1017,1017,2014,17,Kansas City,2.5,LA Chargers
1018,1018,2014,17,NY Giants,3.0,Philadelphia
1019,1019,2014,17,Dallas,6.0,Washington
1020,1020,2014,17,New Orleans,4.0,Tampa Bay
1021,1021,2014,17,Seattle,12.5,LA Rams
1022,1022,2014,17,San Francisco,6.0,Arizona
1023,1023,2014,17,Denver,14.0,Oakland
1024,1024,2015,1,New England,7.0,Pittsburgh
1025,1025,2015,1,Green Bay,6.5,Chicago
1026,1026,2015,1,Houston,1.0,Kansas City
1027,1027,2015,1,NY Jets,3.5,Cleveland
1028,1028,2015,1,Indianapolis,2.5,Buffalo
1029,1029,2015,1,Miami,3.5,Washington
1030,1030,2015,1,Carolina,3.0,Jacksonville
1031,1031,2015,1,Seattle,4.0,LA Rams
1032,1032,2015,1,Arizona,2.5,New Orleans
1033,1033,2015,1,LA Chargers,3.0,Detroit
1034,1034,2015,1,Tampa Bay,3.0,Tennessee
1035,1035,2015,1,Cincinnati,3.5,Oakland
1036,1036,2015,1,Denver,4.5,Baltimore
1037,1037,2015,1,Dallas,6.0,NY Giants
1038,1038,2015,1,Philadelphia,3.0,Atlanta
1039,1039,2015,1,Minnesota,2.5,San Francisco
1040,1040,2015,2,Kansas City,3.0,Denver
1041,1041,2015,2,Carolina,3.0,Houston
1042,1042,2015,2,New Orleans,10.0,Tampa Bay
1043,1043,2015,2,Pittsburgh,6.0,San Francisco
1044,1044,2015,2,Minnesota,3.0,Detroit
1045,1045,2015,2,New England,1.0,Buffalo
1046,1046,2015,2,Arizona,2.0,Chicago
1047,1047,2015,2,Tennessee,1.0,Cleveland
1048,1048,2015,2,Cincinnati,3.0,LA Chargers
1049,1049,2015,2,LA Rams,3.5,Washington
1050,1050,2015,2,NY Giants,2.5,Atlanta
1051,1051,2015,2,Baltimore,6.0,Oakland
1052,1052,2015,2,Miami,6.0,Jacksonville
1053,1053,2015,2,Philadelphia,5.0,Dallas
1054,1054,2015,2,Green Bay,3.5,Seattle
1055,1055,2015,2,Indianapolis,7.0,NY Jets
1056,1056,2015,3,NY Giants,3.5,Washington
1057,1057,2015,3,Pittsburgh,1.5,LA Rams
1058,1058,2015,3,Minnesota,2.5,LA Chargers
1059,1059,2015,3,Houston,6.5,Tampa Bay
1060,1060,2015,3,NY Jets,2.5,Philadelphia
1061,1061,2015,3,Carolina,3.0,New Orleans
1062,1062,2015,3,New England,13.5,Jacksonville
1063,1063,2015,3,Baltimore,2.5,Cincinnati
1064,1064,2015,3,Cleveland,3.5,Oakland
1065,1065,2015,3,Indianapolis,3.5,Tennessee
1066,1066,2015,3,Atlanta,2.0,Dallas
1067,1067,2015,3,Arizona,6.5,San Francisco
1068,1068,2015,3,Seattle,14.5,Chicago
1069,1069,2015,3,Miami,3.0,Buffalo
1070,1070,2015,3,Denver,3.5,Detroit
1071,1071,2015,3,Green Bay,7.0,Kansas City
1072,1072,2015,4,Baltimore,2.5,Pittsburgh
1073,1073,2015,4,NY Jets,1.5,Miami
1074,1074,2015,4,Indianapolis,9.0,Jacksonville
1075,1075,2015,4,Atlanta,6.5,Houston
1076,1076,2015,4,Carolina,3.0,Tampa Bay
1077,1077,2015,4,Buffalo,5.5,NY Giants
1078,1078,2015,4,Oakland,3.0,Chicago
1079,1079,2015,4,Philadelphia,3.0,Washington
1080,1080,2015,4,Cincinnati,4.0,Kansas City
1081,1081,2015,4,LA Chargers,8.0,Cleveland
1082,1082,2015,4,Green Bay,8.0,San Francisco
1083,1083,2015,4,Denver,6.5,Minnesota
1084,1084,2015,4,Arizona,6.5,LA Rams
1085,1085,2015,4,New Orleans,5.5,Dallas
1086,1086,2015,4,Seattle,10.0,Detroit
1087,1087,2015,5,Houston,1.0,Indianapolis
1088,1088,2015,5,Tampa Bay,3.0,Jacksonville
1089,1089,2015,5,Buffalo,2.5,Tennessee
1090,1090,2015,5,Baltimore,6.5,Cleveland
1091,1091,2015,5,Atlanta,7.0,Washington
1092,1092,2015,5,Kansas City,9.0,Chicago
1093,1093,2015,5,Philadelphia,4.5,New Orleans
1094,1094,2015,5,Green Bay,8.5,LA Rams
1095,1095,2015,5,Cincinnati,3.0,Seattle
1096,1096,2015,5,Arizona,2.5,Detroit
1097,1097,2015,5,New England,8.5,Dallas
1098,1098,2015,5,Denver,4.5,Oakland
1099,1099,2015,5,NY Giants,7.0,San Francisco
1100,1100,2015,5,LA Chargers,3.0,Pittsburgh
1101,1101,2015,6,Atlanta,3.5,New Orleans
1102,1102,2015,6,Denver,4.5,Cleveland
1103,1103,2015,6,Cincinnati,3.0,Buffalo
1104,1104,2015,6,Minnesota,3.5,Kansas City
1105,1105,2015,6,Houston,0.0,Jacksonville
1106,1106,2015,6,Detroit,3.0,Chicago
1107,1107,2015,6,NY Jets,6.0,Washington
1108,1108,2015,6,Arizona,3.0,Pittsburgh
1109,1109,2015,6,Tennessee,2.5,Miami
1110,1110,2015,6,Seattle,6.5,Carolina
1111,1111,2015,6,Green Bay,10.5,LA Chargers
1112,1112,2015,6,Baltimore,2.5,San Francisco
1113,1113,2015,6,New England,7.5,Indianapolis
1114,1114,2015,6,Philadelphia,3.0,NY Giants
1115,1115,2015,7,Seattle,6.5,San Francisco
1116,1116,2015,7,Buffalo,6.0,Jacksonville
1117,1117,2015,7,LA Rams,5.5,Cleveland
1118,1118,2015,7,Kansas City,0.0,Pittsburgh
1119,1119,2015,7,Miami,4.0,Houston
1120,1120,2015,7,New England,8.5,NY Jets
1121,1121,2015,7,Minnesota,3.0,Detroit
1122,1122,2015,7,Atlanta,4.5,Tennessee
1123,1123,2015,7,Washington,3.5,Tampa Bay
1124,1124,2015,7,Indianapolis,4.0,New Orleans
1125,1125,2015,7,LA Chargers,4.0,Oakland
1126,1126,2015,7,NY Giants,3.5,Dallas
1127,1127,2015,7,Carolina,3.0,Philadelphia
1128,1128,2015,7,Arizona,8.5,Baltimore
1129,1129,2015,8,New England,8.0,Miami
1130,1130,2015,8,Kansas City,5.5,Detroit
1131,1131,2015,8,Minnesota,1.0,Chicago
